CHARACTER	KARLGREN	KARLGRENCODE	XIESHENG	PINYIN	MCH
釱	0317	l	大	dì	dajH
釿	0443	d	斤	jīn	kjɨn
鈃	0808	h	?	xíng	heng
鈇	0101	e	夫	fū	pjuX
鈇	0101	e	夫	fū	pju
鈍	0427	i	屯	dùn	dwonH
鈑	0262	l	反	bǎn	paenX
鈔	1158	d	少	chāo	mjiewX
鈗	0468	j	允	yǔn	ywinX
鈚	0566	v	?	pī	bjij
鈞	0391	e	勻	jūn	kjwin
鈯	0496	n	?	tú	khjut
鈴	0823	r	令	líng	leng
鈶	0976	c'	台	sì	ziX
鈹	0025	k	皮	pī	phje
鉅	0095	r	巨	jù	gjoX
鉈	0004	m	它	shī	syae
鉉	0366	e	玄	xuàn	hwenX
鉊	1131	r	召	zhāo	tsyew
鉏	0046	a'	且	chú	dzrjoX
鉒	0129	f	?	zhù	trjuH
鉗	0606	i	甘	qián	gjem
鉛	0229	c	㕣	qiān	ywen
鉞	0303	d	戉	yuè	hjwot
鉤	0108	c	句	gōu	kuw
鉥	0497	g	朮	shù	zywit
鉦	0833	v	正	zhēng	tsyeng
鉶	0808	g	?	xíng	heng
銀	0416	k	𥃩	yín	ngin
銅	1176	d	同	tóng	duwng
銍	0413	g	至	zhì	trit
銑	0478	h	先	xiǎn	senX
銓	0234	g	全	quán	tshjwen
銖	0128	t	朱	zhū	dzyu
銘	0826	d	名	míng	meng
銚	1145	h	兆	yáo	thew
銚	1145	h	兆	yáo	tshjew
銚	1145	h	兆	yáo	dew
銛	0621	a	舌	xiān	sjem
銜	0608	a	金	xián	haem
銳	0324	f	兌	ruì	ywejH
銳	0324	f	兌	ruì	dwajH
銶	1066	l	?	qiú	gjuw
銷	1149	n	肖	xiāo	sjew
鋂	0947	n	每	méi	mwoj
鋈	1141	m	𣵽	wù	'owk
鋌	0835	o	廷	dìng	thengX
鋏	0630	i	夾	jiá	kep
鋒	1197	u	夆	fēng	phjowng
鋙	0058	v	吾	yǔ	ngjoX
鋙	0058	v	吾	yǔ	ngjo
鋚	1077	h	攸	tiáo	dew
鋝	0299	c	寽	lüè	ljwet
鋟	0661	k	?	qǐn	tshjem
鋟	0661	k	?	qǐn	tshimX
鋟	0661	k	?	qǐn	tsjem
鋤	0046	p'	助	chú	dzrjo
鋩	0742	c'	𦬆	máng	mjang
鋪	0102	h'	甫	pù	phu
鋪	0102	h'	甫	pù	phju
鋸	0049	s'	居	jù	kjoH
鋼	0697	h	岡	gāng	kangH
鋼	0697	h	岡	gāng	kang
錄	1208	m	彔	lù	ljowk
錎	0672	d	?	xiàn	heamX
錐	0575	g	隹	zhuī	tsywij
錕	0417	h	?	kūn	kwon
錘	0031	g	𡍮	chuí	drjwe
錘	0031	g	𡍮	chuí	drjweH
錙	0969	j	甾	zī	tsri
錞	0464	g	?	chún	dwojH
錞	0464	g	?	chún	dwojX
錞	0464	g	?	chún	dzywin
錡	0001	v	奇	qí	gje
錡	0001	v	奇	qí	ngjeX
錡	0001	v	奇	qí	gjeX
錢	0155	j	戔	qián	dzjen
錢	0155	j	戔	qián	tsjenX
錣	0295	j	叕	zhuì	trwaet
錣	0295	j	叕	zhuì	trjwejH
錦	0652	e	金	jǐn	kimX
錧	0157	j	?	guǎn	kwanH
錧	0157	j	?	guǎn	kwanX
錫	0850	n	易	xī	sek
錭	1083	s	周	táo	tew
錮	0049	e'	固	gù	kuH
錯	0798	s	㫺	cuò	tshak
鍊	0185	j	柬	liàn	lenH
鍔	0788	m	咢	è	ngak
鍚	0720	t	?	yáng	yang
鍛	0172	c	段	duàn	twanH
鍥	0279	f	契	qiè	khet
鍪	1109	o	敄	móu	mjuw
鍭	0113	i	矦	hóu	huw
鍭	0113	i	矦	hóu	huwH
鍰	0255	m	爰	huán	hwaen
鍱	0633	e	枼	yè	yep
鍴	0168	g	?	duān	twan
鍵	0249	i	建	jiàn	gjenX
鍼	0671	o	咸	zhēn	tsyim
鍾	1188	g	重	zhōng	tsyowng
鍿	0969	i	?	zī	tsri
鎌	0627	n	兼	lián	ljem
鎖	0013	-	𧴪	suǒ	swaX
鎛	0771	g	尃	bó	pak
鎡	0966	i	兹	zī	tsi
鎧	0548	e	豈	kǎi	khojH
鎧	0548	e	豈	kǎi	khojX
鎬	1129	o	高	hào	hawX
鎮	0375	f	眞	zhèn	trinH
鎮	0375	f	眞	zhèn	trin
鎮	0375	f	眞	zhèn	trinX
鎰	1257	b	益	yì	yit
鏃	1206	d	族	zú	tsuwk
鏐	1069	b	翏	liú	ljuw
鏐	1069	b	翏	liú	ljiw
鏑	0877	n	啻	dí	tek
鏗	1252	a	堅	kēng	kheang
鏘	0727	z	將	qiāng	tshjang
鏚	1031	y	?	qī	tshek
鏜	0725	e'	堂	tāng	thang
鏞	1185	a'	庸	yōng	yowng
鏡	0752	c	竟	jìng	kjaengH
鏤	0123	m	婁	lòu	luwH
鐃	1164	r	堯	náo	nraew
鐈	1138	e	喬	qiáo	gjew
鐍	0507	n	矞	jué	kwet
鐏	0430	o	尊	zūn	dzwonH
鐓	0464	h	𣀦	duì	dwojH
鐓	0464	h	𣀦	duì	dwojX
鐓	0464	h	𣀦	duì	dzywin
鐔	0646	e	𪉷	xín	zim
鐔	0646	e	𪉷	xín	yim
鐔	0646	e	𪉷	xín	dom
鐕	0660	h	朁	zān	tsom
鐘	1188	x	童	zhōng	tsyowng
鐙	0883	i	登	dèng	tong
鐫	0235	c	雋	juān	tsjwen
鐲	1224	q	蜀	zhuó	draewk
鐵	1256	b	𢧤	tiě	thet
鐶	0256	r	睘	huán	hwaen
鐸	0790	p	睪	duó	dak
鐻	0803	g	豦	jù	kjoH
鑃	1124	n	?	diào	dewH
鑄	1090	a'	壽	zhù	tsyuH
鑊	0784	i	蒦	huò	hwak
鑋	0831	p	輕	qīng	khjieng
鑋	0831	p	輕	qīng	khengH
鑑	0609	c	監	jiàn	haemH
鑕	0493	b	?	zhì	tsyit
鑠	1125	o	樂	shuò	syak
鑢	0069	v	慮	lǜ	ljoH
鑣	1170	e	麃	biāo	pjew
鑪	0069	m	盧	lú	lu
鑱	0612	e	毚	chán	dzraemH
鑱	0612	e	毚	chán	dzraem
鑴	0880	f	巂	xī	hwej
鑴	0880	f	巂	xī	xjwie
鑽	0153	h	贊	zuān	tswan
鑽	0153	h	贊	zuān	tswanH
鑾	0178	f	䜌	luán	lwan
鑿	1128	a	糳	záo	dzak
钃	1224	v	?	shǔ	trjowk
長	0721	a	長	zhǎng	drjangH
長	0721	a	長	zhǎng	drjang
長	0721	a	長	zhǎng	trjangX
門	0441	a	門	mén	mwon
閈	0139	z	干	hàn	hanH
閉	0412	a	閉	bì	pejH
開	0541	a	开	kāi	kojX
開	0541	a	开	kāi	khoj
閎	0887	k	厷	hóng	hweang
閏	1251	o	壬	rùn	nywinH
閑	0192	a	閑	xián	hean
間	0191	a	閒	jiān	keanH
間	0191	a	閒	jiān	hean
間	0191	a	閒	jiān	kean
閔	0475	q	文	mǐn	minX
閟	0405	n	必	bì	pijH
閡	0937	u	亥	ài	ngojH
閣	0766	f	各	gé	kak
閤	0675	i	合	gé	kop
閧	1182	q	共	hòng	huwngH
閧	1182	q	共	hòng	haewngH
閨	0879	e	圭	guī	kwej
閩	0441	i	門	mǐn	min
閩	0441	i	門	mǐn	mjun
閬	0735	s	良	làng	langH
閬	0735	s	良	làng	lang
閭	0076	g	呂	lǘ	ljo
閱	0324	p	兌	yuè	ywet
閶	0724	g	昌	chāng	tsyhang
閷	0319	e	?	shài	sreat
閹	0614	d	奄	yān	'jem
閻	0672	m	臽	yán	yem
閼	0270	a	於	è	'at
閽	0457	q	昏	hūn	xwon
閾	0929	k	或	yù	hwik
閾	0929	k	或	yù	xwik
闃	0860	d	狊	qù	khwek
闇	0653	i	音	àn	'omH
闈	0571	o	韋	wéi	hjwɨj
闉	0483	f	垔	yīn	'jin
闊	0302	q	活	kuò	khwat
闋	0605	k	癸	què	khwet
闌	0185	f	柬	lán	lan
闍	0045	h'	者	dū	tu
闍	0045	h'	者	dū	dzyae
闐	0375	r	眞	tián	den
闑	0285	c	臬	niè	ngjet
闑	0285	c	臬	niè	nget
闓	0548	f	豈	kǎi	khojX
闓	0548	f	豈	kǎi	khoj
闔	0642	s	盇	hé	hap
闕	0301	h	欮	què	khjwot
闖	0659	a	闖	chuǎng	trhimH
闚	0875	d	規	kuī	khjwie
關	0187	b	𢇇	guān	'waen
關	0187	b	𢇇	guān	kwaen
闞	0607	d	𣪏	kàn	xaemX
闞	0607	d	𣪏	kàn	khamH
闞	0607	d	𣪏	kàn	xamX
闞	0607	d	𣪏	kàn	xeamX
闟	0675	u	?	xì	xip
闡	0147	x	單	chǎn	tsyhenX
闢	0853	k	辟	pì	bjiek
闥	0271	e	達	tà	that
阜	1108	a	𨸏	fù	bjuwX
阞	0928	e	力	lè	lok
阡	0365	e	千	qiān	tshen
阢	0487	d	兀	wù	ngwot
阤	0004	z	也	zhì	drjeX
阨	0844	h	厄	è	eak
阨	0844	h	厄	è	'eaH
阪	0262	g	反	bǎn	baenX
阪	0262	g	反	bǎn	pjonX
阫	0999	q	?	péi	phwoj
阬	0698	i	亢	kēng	khaeng
阱	0819	i	丼	jǐng	dzjengX
防	0740	z	方	fáng	bjang
阸	0844	g	戹	è	'eak
阸	0844	g	戹	è	'eaH
阻	0046	y	且	zǔ	tsrjoX
阼	0806	j	乍	zuò	dzuH
阽	0618	e	占	diàn	yem
阿	0001	m	可	ā	'a
陀	0004	-	它	tuó	da
陂	0025	i	皮	bēi	pje
附	0136	k	付	fù	bjuH
陊	0003	o	多	duò	drjeX
陋	1246	b	㔷	lòu	luwH
陌	0781	g	百	mò	maek
降	1015	a	夅	jiàng	kaewngH
降	1015	a	夅	jiàng	haewng
限	0416	i	𥃩	xiàn	heanX
陔	0937	r	亥	gāi	koj
陘	0831	l	巠	xíng	heng
陛	0566	c'	坒	bì	bejX
陞	0897	d	升	shēng	sying
陟	0916	a	步	zhì	trik
院	0257	u	完	yuàn	hjwenH
陣	0373	f	陳	zhèn	drinH
除	0082	m	余	chú	drjoH
除	0082	m	余	chú	drjo
陪	0999	b'	咅	péi	bwoj
陫	0579	s	?	fèi	bjɨjX
陫	0579	s	?	fèi	bjɨjH
陬	0131	l	取	zōu	tsju
陬	0131	l	取	zōu	tsuw
陭	0001	j'	奇	yì	'je
陮	0575	b'	隹	duì	dwojX
陰	0651	y	侌	yīn	'im
陰	0651	y	侌	yīn	'imH
陲	0031	b	𡍮	chuí	dzywe
陳	0373	a	陳	chén	drinH
陳	0373	a	陳	chén	drin
陴	0874	i	卑	pí	bjie
陵	0898	c	夌	líng	ling
陶	1047	d	匋	táo	dawH
陶	1047	d	匋	táo	yew
陶	1047	d	匋	táo	daw
陷	0672	c	臽	xiàn	heamH
陸	1032	f	坴	lù	ljuwk
陻	0483	c	垔	yīn	'in
陼	0045	q	者	zhǔ	tsyoX
陽	0720	e	昜	yáng	yang
陾	0982	j	耎	réng	nying
隄	0866	g	是	dī	tej
隅	0124	i	禺	yú	ngju
隆	1015	f	降	lóng	ljuwng
隈	0573	h	畏	wēi	'woj
隉	1256	a	隉	niè	nget
隊	0526	f	㒸	duì	drwijH
隊	0526	f	㒸	duì	dwojH
隋	0011	b	隓	suí	sjweH
隋	0011	b	隓	suí	xjwieH
隋	0011	b	隓	suí	thwaX
隍	0708	j	皇	huáng	hwang
階	0599	d	皆	jiē	keaj
隓	0011	a	𢀡	huī	dwaX
隔	0855	f	鬲	gé	keak
隕	0227	g	員	yǔn	hwinX
隗	0569	-	鬼	kuí	ngjwɨj
隘	0849	h	益	ài	'eak
隘	0849	h	益	ài	'eaH
隙	0787	c	𡭴	xì	khjaek
際	0337	f	祭	jì	tsjejH
障	0723	k	章	zhàng	tsyang
障	0723	k	章	zhàng	tsyangH
隣	0387	-	㷠	lín	lin
隤	0544	a	䝿	tuí	dwoj
隥	0883	k	登	dèng	tongH
隧	0526	m	遂	suì	zwijH
隨	0011	g	隋	suí	zjwe
隩	1045	c	奧	ào	'awH
隩	1045	c	奧	ào	'juwk
險	0613	f	僉	xiǎn	xjaemX
險	0613	f	僉	xiǎn	xjemX
隮	0593	r	?	jī	tsej
隮	0593	r	?	jī	tsejH
隰	0692	b	濕	xí	zip
隱	0499	a	㥯	yǐn	'jɨnH
隱	0499	a	㥯	yǐn	'jɨnX
隳	0011	f	?	huī	xjwie
隴	1193	g	龍	lǒng	ljowngX
隶	0509	a	祟	lì	dojH
隶	0509	a	祟	lì	yijH
隸	1241	m	祟	lì	lejH
隹	0575	a	隹	zhuī	tsywij
隺	1117	a	隺	hú	howk
隻	1260	c	隻	zhī	tsyek
隼	0467	a	隼	sǔn	swinX
雀	1122	a	小	què	tsjak
雁	0186	b	厂	yàn	ngaenH
雄	0887	l	厷	xióng	hjuwng
雅	0037	g	牙	yǎ	ngaeX
集	0691	a	木	jí	dzip
雇	0053	d	戸	gù	kuH
雉	0560	e	矢	zhì	drijX
雊	0108	i	句	gòu	kuwH
雋	0235	a	雋	juàn	dzjwenX
雌	0358	f	此	cí	tshje
雍	1184	h	邕	yōng	'jowng
雍	1184	h	邕	yōng	'jowngX
雎	0046	r	且	jū	tshjo
雒	0766	q	各	luò	lak
雕	1083	t	周	diāo	tew
雖	0575	v	唯	suī	swij
雘	0784	m	蒦	wò	'wak
雙	1200	a	雙	shuāng	sraewng
雚	0158	a	吅	guàn	kwanH
雛	0132	d	芻	chú	dzrju
雜	0691	d	集	zá	dzop
雝	1184	c	邕	yōng	'jowng
雞	0876	n	奚	jī	kej
離	0023	f	离	lí	ljeH
離	0023	f	离	lí	lje
難	0152	d	𡎸	nán	nan
難	0152	d	𡎸	nán	nanH
雨	0100	a	雨	yǔ	hjuX
雨	0100	a	雨	yǔ	hjuH
雩	0097	q	于	yú	hju
雪	0297	a	彗	xuě	sjwet
雰	0471	j	分	fēn	phjun
雱	0740	c'	?	pāng	phang
雲	0460	b	云	yún	hjun
零	0823	u	令	líng	leng
雷	0577	o	靁	léi	lwoj
雹	1113	n	包	báo	baewk
電	0385	m	??	diàn	denH
需	0134	a	需	xū	sju
霂	1212	f	沐	mù	muwk
霄	1149	o	肖	xiāo	sjew
霆	0835	m	廷	tíng	deng
震	0455	s	辰	zhèn	tsyinH
霍	0775	a	靃	huò	xwak
霏	0579	j	非	fēi	phjɨj
霑	0618	d	沾	zhān	trjem
霓	0873	m	兒	ní	ngej
霖	0655	f	林	lín	lim
霜	0731	g	相	shuāng	srjang
霝	0836	a	霝	líng	leng
霞	0033	k	叚	xiá	hae
霢	0848	c	脈	mài	meak
霣	0227	i	員	yǔn	hwinX
霤	1114	y	畱	liù	ljuwH
霧	1109	t	務	wù	mjuH
霰	0156	d	散	sǎn	senH
露	0766	t'	路	lù	luH
霸	0772	b	霸	bà	paeH
霸	0772	b	霸	bà	phaek
霽	0593	s	齊	jì	tsejH
霾	0978	n	貍	mái	meaj
靁	0577	n	靁	léi	lwoj
靃	0775	b	靃	huò	xwak
靈	0836	i	霝	líng	leng
青	0812	c'	生	qīng	tseng
青	0812	c'	生	qīng	tsheng
靖	0812	m'	靑	jìng	dzjengX
靚	0812	s'	靑	jìng	dzjengX
靜	0812	n'	靑	jìng	dzjengX
非	0579	a	非	fēi	pjɨj
靡	0017	h	非	mí	mje
靡	0017	h	非	mí	mjeX
面	0223	a	面	miàn	mjienH
靦	0244	a	見	tiǎn	thenX
靧	0540	f	䝿	huì	xwojH
革	0931	a	𠦶	gé	keak
靮	1120	j	勺	dí	tek
靲	0651	p	今	qín	gim
靳	0443	e	斤	jìn	kjɨnH
靷	0371	b	引	yǐn	yinH
靽	0181	b	?	bàn	panH
靾	0339	j	?	yì	sjet
鞀	1131	e'	召	táo	daw
鞁	0025	f	皮	bèi	bjeH
鞂	0278	a	?	jiá	keat
鞃	0887	m	弘	hóng	khwong
鞃	0887	m	弘	hóng	kwong
鞄	1113	m	包	páo	baewH
鞄	1113	m	包	páo	baew
鞄	1113	m	包	páo	phaewk
鞄	1113	m	包	páo	baewX
鞅	0718	f	央	yāng	'jangX
鞈	0675	l	合	gé	keap
鞉	1145	x	兆	táo	daw
鞏	1172	c'	𢀜	gǒng	kjowngX
鞔	0222	f	免	mán	man
鞙	0228	j	肙	xuàn	hwenX
鞛	0999	f'	?	běng	puwngX
鞞	0874	x	卑	bǐng	pengX
鞞	0874	x	卑	bǐng	pjieX
鞟	0774	h	?	kuò	khwak
鞠	1017	h	匊	jū	kjuwk
鞫	1017	j	竹	jū	kjuwk
鞬	0249	c	建	jiān	kjon
鞭	0221	c	𠊳	biān	pjien
鞮	0866	h	是	dī	tej
鞮	0866	h	是	dī	tejX
鞮	0866	h	是	dī	dej
鞶	0182	i	般	pán	ban
鞹	0774	i	𩫩	kuò	khwak
鞻	0123	i	?	lóu	kjuH
鞻	0123	i	?	lóu	ljuH
鞻	0123	i	?	lóu	luw
鞼	0540	k	䝿	guì	gwijH
鞿	0547	j	?	jī	kjɨj
韄	0784	e	蒦	hù	hweak
韅	0242	c	?	xiǎn	xenX
韇	1023	q	𧶠	dú	duwk
韈	0311	l	蔑	wà	mjot
韋	0571	a	囗	wéi	hjwɨj
韍	0276	l	犮	fú	pjut
韐	0675	j	合	gé	keap
韐	0675	j	合	gé	kop
韓	0140	i	倝	hán	han
韔	0721	m	長	chàng	trhjangH
韗	0458	g	軍	yùn	xjwonH
韗	0458	g	軍	yùn	hjunH
韘	0633	o	枼	shè	syep
韙	0571	p	韋	wěi	hjwɨjX
韜	1078	g	舀	tāo	thaw
韞	0426	g	?	yùn	'junX
韞	0426	g	?	yùn	'junH
韠	0407	m	畢	bì	pjit
韡	0571	q	?	wěi	hjwɨjX
韣	1224	k	蜀	dú	tsyowk
韣	1224	k	蜀	dú	duwk
韣	1224	k	蜀	dú	dzyowk
韤	0311	m	蔑	wà	mjot
韭	1065	a	韭	jiǔ	kjuwX
韮	1065	b	韭	jiǔ	kjuwX
韱	0620	c	㦰	xiān	sjem
音	0653	a	言	yīn	'im
韶	1131	a'	召	sháo	dzyew
韽	0651	h'	酓	ān	'om
響	0714	n	鄕	xiǎng	xjangX
頂	0833	e	丁	dǐng	tengX
頃	0828	a	匕	qǐng	khjwieng
頃	0828	a	匕	qǐng	khjwiengX
頄	0992	e	?	kuí	gjuw
項	1172	y	工	xiàng	haewngX
順	0462	c	川	shùn	zywinH
須	0133	a	須	xū	sju
頊	1216	d	玉	xū	xjowk
頌	1190	d	公	sòng	zjowngH
頍	0864	m	支	kuǐ	khjwieX
頎	0443	m	斤	qí	gjɨj
頎	0443	m	斤	qí	khonX
頏	0698	g	亢	háng	hang
頑	0257	g	元	wán	ngwean
頑	0257	g	元	wán	ngwaen
頒	0471	p	分	bān	paen
頒	0471	p	分	bān	bjun
頓	0427	j	屯	dùn	twonH
頖	0181	i	?	pàn	phanH
頗	0025	p	皮	pō	pha
領	0823	f	令	lǐng	ljengX
頞	0146	h	安	è	'at
頟	0766	j'	各	é	ngaek
頡	0393	r	吉	xié	het
頤	0960	c	𦣝	yí	yi
頩	0824	e	?	pīng	pheng
頩	0824	e	?	pīng	phengX
頫	1145	m	頫	fǔ	thewH
頭	0118	e	豆	tóu	duw
頮	0988	b	頮	huì	xwojH
頯	0988	a	𢌳	kuí	gwij
頯	0988	a	𢌳	kuí	khwijX
頰	0630	h	夾	jiá	kep
頵	0459	j	君	yūn	khwin
頵	0459	j	君	yūn	'win
頷	0651	n'	含	hàn	ngomX
頷	0651	n'	含	hàn	homX
頸	0831	n	巠	jǐng	gjieng
頸	0831	n	巠	jǐng	kjiengX
頹	0544	c	?	tuí	dwoj
頻	0390	a	𩕘	pín	bjin
頿	0358	o	此	zī	tsje
顀	0575	s	隹	chuí	drwij
顅	0240	e	肩	qiān	khaen
顅	0240	e	肩	qiān	khen
顇	0490	l	卒	cuì	dzwijH
顈	0828	e	?	xuǎn	khwengX
顉	0652	j	金	qīn	ngom
題	0866	p	是	tí	dejH
題	0866	p	是	tí	dej
顏	0199	c	產	yán	ngaen
顑	0671	m	咸	kǎn	xomH
顑	0671	m	咸	kǎn	khomX
顒	0124	p	禺	yóng	ngjowng
願	0258	f	原	yuàn	ngjwonH
顙	0704	b	桑	sǎng	sangX
顛	0375	m	眞	diān	den
顛	0375	m	眞	diān	ten
類	0529	a	頪	lèi	lwijH
顣	1031	v	?	cù	tshek
顣	1031	v	?	cù	tsjuwk
顥	1043	a	顥	hào	hawX
顧	0053	g	雇	gù	kuH
顪	0346	f	?	huì	xjwojH
顫	0148	s	亶	chàn	syen
顯	0242	a	㬎	xiǎn	xenX
顱	0069	p	盧	lú	lu
顴	0158	-	雚	quán	gjwen
風	0625	h	凡	fēng	pjuwngH
風	0625	h	凡	fēng	pjuwng
颯	0680	a	立	sà	sop
颸	0973	e	思	sī	tsrhi
颺	0720	p	昜	yáng	yang
飂	1069	f	翏	liù	ljuw
飄	1157	e	𤐫	piāo	phjiew
飌	0625	i	?	fēng	pjuwng
飛	0580	a	飛	fēi	pjɨj
食	0921	a	亼	shí	zijH
食	0921	a	亼	shí	zyik
飢	0602	f	几	jī	kij
飤	0921	e	飤	sì	ziH
飦	0139	m	干	zhān	kjon
飦	0139	m	干	zhān	kan
飧	0436	a	?	sūn	swon
飪	0667	p	壬	rèn	nyimH
飫	1242	a	夭	yù	'joH
飭	0921	g	飤	chì	trhik
飯	0262	i	反	fàn	bjonX
飯	0262	i	反	fàn	bjonH
飲	0651	i'	酓	yǐn	'imX
飲	0654	a	酓	yǐn	'imH
飴	0976	y	台	yí	yi
飶	0405	h	必	bì	bet
飶	0405	h	必	bì	bjit
飽	1113	d	包	bǎo	paewX
飾	0921	h	飾	shì	syik
餈	0555	j	次	cí	dzij
餉	0715	e	向	xiǎng	syangH
養	0732	j	羊	yǎng	yangX
養	0732	j	羊	yǎng	yangH
餌	0981	h	耳	ěr	nyiH
餐	0154	c	𣦼	cān	tshan
餒	0354	d	妥	něi	nwojX
餓	0002	o	我	è	ngaH
餔	0102	e'	甫	bù	pu
餕	0468	x	夋	jùn	tswinH
餗	1222	k	束	sù	suwk
餘	0082	l	余	yú	yo
餞	0155	p	戔	jiàn	dzjenX
餞	0155	p	戔	jiàn	dzjenH
餤	0617	p	炎	tán	dam
餤	0617	p	炎	tán	yem
餦	0721	j	?	zhāng	trjang
餧	0357	f	?	wèi	'jweH
館	0157	k	官	guǎn	kwanH
餫	0458	e	軍	yùn	hjunH
餬	0049	l'	胡	hú	hu
餭	0708	k	?	huáng	hwang
餮	0453	m	殄	tiè	thet
餰	0197	c	衍	jiān	khjen
餱	0113	j	矦	hóu	huw
餲	0313	y	曷	ài	'at
餲	0313	y	曷	ài	'jejH
餲	0313	y	曷	ài	'aejH
餳	0720	c'	昜	táng	dang
餴	0438	e	奔	fēn	pjun
餼	0517	e	氣	xì	xjɨjH
餽	0569	r	鬼	kuì	gwijH
饁	0642	x	盇	yè	hjep
饇	0122	p	?	yù	'juH
饉	0480	r	堇	jǐn	ginH
饋	0540	l	䝿	kuì	gwijH
饌	0433	h	㢲	zhuàn	dzrjwenH
饎	0955	m	喜	chì	tsyhiH
饐	0395	h	壹	yì	'ijH
饑	0547	k	幾	jī	kjɨj
饒	1164	o	堯	ráo	nyew
饔	1184	m	?	yōng	'jowng
饕	1244	h	號	tāo	thaw
饗	0714	j	鄕	xiǎng	xjangX
饘	0148	m	亶	zhān	tsyenX
饘	0148	m	亶	zhān	tsyen
饙	0437	j	賁	fēn	pjun
饛	1181	f	蒙	méng	muwng
饜	0616	d	?	yàn	'jemH
饟	0730	c	襄	xiǎng	syang
饟	0730	c	襄	xiǎng	syangX
饟	0730	c	襄	xiǎng	syangH
首	1102	a	𩠐	shǒu	syuwH
首	1102	a	𩠐	shǒu	syuwX
馗	0992	m	九	kuí	gwij
馘	0929	u	或	guó	kweak
香	0717	a	𪏽	xiāng	xjang
馨	0832	f	殸	xīn	xeng
馬	0040	a	馬	mǎ	maeX
馭	0080	a	馭	yù	ngjoH
馮	0899	d	冫	féng	bingH
馮	0899	d	冫	féng	bing
馯	0139	b'	?	hàn	hanH
馳	0004	x	也	chí	drje
馴	0462	f	川	xún	zwin
馵	1232	a	馵	zhù	tsyuH
馹	0404	f	曰	rì	nyit
馽	0684	a	𩢏	zhí	trip
駁	1127	a	爻	bó	paewk
駉	0842	e	駉	jiōng	kweng
駑	0094	f'	奴	nú	nu
駒	0108	r	句	jū	kju
駓	0999	m	?	pī	phij
駔	0046	m'	且	zǎng	dzuX
駔	0046	m'	且	zǎng	tsangX
駕	0015	e	加	jià	kaeH
駘	0976	j'	台	tái	dojX
駘	0976	j'	台	tái	doj
駙	0136	l	付	fù	bjuH
駜	0405	f	必	bì	bit
駟	0518	e	四	sì	sijH
駠	1114	s	?	liú	ljuw
駢	0824	n	幷	pián	beng
駢	0824	n	幷	pián	ben
駣	1145	z	?	táo	dawX
駣	1145	z	?	táo	daw
駪	0478	o	先	shēn	srin
駭	0937	y	亥	hài	heajX
駮	1127	c	交	bó	paewk
駰	0370	g	因	yīn	'in
駰	0370	g	因	yīn	'jin
駱	0766	s	各	luò	lak
駴	0990	e	?	xiè	heajH
駵	1114	t	丣	liú	ljuw
駷	1222	l	?	sǒng	suwX
駷	1222	l	?	sǒng	suwH
駸	0661	l	??	qīn	tsrhim
駸	0661	l	??	qīn	tshim
駹	1201	d	尨	máng	maewng
駽	0228	k	肙	xuān	xwen
駽	0228	k	肙	xuān	xwenH
駾	0324	d	兌	tuì	thwajH
駾	0324	d	兌	tuì	dwajH
駿	0468	y	夋	jùn	tswinH
騁	0817	a	甹	chěng	trhjengX
騂	0821	c	?	xīng	sjeng
騅	0575	h	隹	zhuī	tsywij
騋	0944	m	來	lái	loj
騎	0001	u	奇	qí	gje
騏	0952	a'	其	qí	gi
騑	0579	k	非	fēi	phjɨj
騑	0579	k	非	fēi	pjɨj
騖	1109	l	敄	wù	mjuH
騙	0246	-	扁	piàn	phjienH
騝	0249	d	?	qián	gjen
騝	0249	d	?	qián	kjon
騢	0033	l	叚	xiá	hae
騤	0605	h	癸	kuí	gjwij
騧	0018	b	咼	guā	kwae
騧	0018	b	咼	guā	kwea
騫	0143	h	寒	qiān	kjonX
騭	1257	d	陟	zhì	tsyit
騮	1114	z	丣	liú	ljuw
騯	0740	n'	㫄	péng	baeng
騯	0740	n'	㫄	péng	bang
騰	0893	v	𦨶	téng	dong
騵	0258	g	?	yuán	ngjwon
騶	0132	g	芻	zōu	dzrjuwH
騶	0132	g	芻	zōu	tsrjuw
騷	1112	g	蚤	sāo	saw
騺	0685	j	?	zhì	trijH
騾	0577	t	累	luó	lwa
驁	1130	m	?	ào	ngaw
驂	0647	c	參	cān	tshom
驅	0122	c	區	qū	khju
驅	0122	c	區	qū	khjuH
驈	0507	e	矞	yù	ywit
驊	0044	c	?	huá	hwae
驒	0147	d'	單	tuó	da
驒	0147	d'	單	tuó	dan
驒	0147	d'	單	tuó	ten
驔	0646	l	𪉷	diàn	demX
驕	1138	o	喬	jiāo	khjew
驕	1138	o	喬	jiāo	xjew
驖	1256	c	𢧤	tiě	det
驖	1256	c	𢧤	tiě	thet
驗	0613	h	僉	yàn	ngjemH
驚	0813	g	敬	jīng	kjaeng
驛	0790	h	𥇡	yì	yek
驟	0131	q	聚	zhòu	dzrjuwH
驥	0603	c	冀	jì	kijH
驩	0158	l	雚	huān	xwan
驪	0878	f	麗	lí	lje
驪	0878	f	麗	lí	lej
驫	1156	a	驫	biāo	pjiw
驫	1156	a	驫	biāo	pjiew
骨	0486	a	冎	gǔ	kwot
骫	0163	e	丸	wěi	'jweX
骴	0358	q	此	cī	dzje
骴	0358	q	此	cī	dzjeH
骸	0937	z	亥	hái	heaj
